year,title,genre
1987,Stakeout,Action
1987,Stakeout,Comédie
1987,Stakeout,Policier
1987,Lethal Weapon,Action
1987,Lethal Weapon,Policier
1987,Lethal Weapon,Thriller
1987,The Witches of Eastwick,Comédie
1987,The Witches of Eastwick,Fantaisie
1987,The Witches of Eastwick,Horreur
1987,Predator,Action
1987,Predator,Aventure
1987,Predator,Science-fiction
1987,Throw Momma from the Train,Comédie
1987,Throw Momma from the Train,Policier
1987,Throw Momma from the Train,Thriller
1987,Dragnet,Comédie
1987,Dragnet,Policier
1987,La Bamba,Biographie
1987,La Bamba,Drame
1987,La Bamba,Musique
1987,RoboCop,Action
1987,RoboCop,Policier
1987,RoboCop,Science-fiction
1987,Outrageous Fortune,Comédie
1987,Broadcast News,Comédie
1987,Broadcast News,Drame
1987,Broadcast News,Romance
1987,"Planes, Trains & Automobiles",Comédie
1987,"Planes, Trains & Automobiles",Drame
1987,Full Metal Jacket,Drame
1987,Full Metal Jacket,Guerre
1987,A Nightmare on Elm Street 3: Dream Warriors,Fantaisie
1987,A Nightmare on Elm Street 3: Dream Warriors,Horreur
1987,Wall Street,Policier
1987,Wall Street,Drame
1987,Mannequin,Comédie
1987,Mannequin,Fantaisie
1987,Mannequin,Romance
1987,Roxanne,Comédie
1987,Roxanne,Romance
1987,Blind Date,Comédie
1987,Blind Date,Romance
1987,The Running Man,Action
1987,The Running Man,Science-fiction
1987,The Running Man,Thriller
1987,Spaceballs,Aventure
1987,Spaceballs,Comédie
1987,Spaceballs,Science-fiction
1987,Summer School,Comédie
1987,Summer School,Romance
1987,No Way Out,Action
1987,No Way Out,Policier
1987,No Way Out,Drame
1987,Like Father Like Son,Comédie
1987,Like Father Like Son,Fantaisie
1987,Adventures in Babysitting,Aventure
1987,Adventures in Babysitting,Comédie
1987,Adventures in Babysitting,Policier
1987,*batteries not included,Comédie
1987,*batteries not included,Famille
1987,*batteries not included,Fantaisie
1987,The Lost Boys,Comédie
1987,The Lost Boys,Horreur
1987,Can't Buy Me Love,Comédie
1987,Can't Buy Me Love,Drame
1987,Can't Buy Me Love,Romance
1987,Nuts,Drame
1987,Nuts,Thriller
1987,The Princess Bride,Aventure
1987,The Princess Bride,Famille
1987,The Princess Bride,Fantaisie
1987,Revenge of the Nerds II: Nerds in Paradise,Comédie
1987,Harry and the Hendersons,Comédie
1987,Harry and the Hendersons,Famille
1987,Harry and the Hendersons,Fantaisie
1987,Police Academy 4: Citizens on Patrol,Comédie
1987,Police Academy 4: Citizens on Patrol,Policier
1987,Overboard,Comédie
1987,Overboard,Romance
1987,Baby Boom,Comédie
1987,Baby Boom,Drame
1987,Baby Boom,Romance
1987,Innerspace,Action
1987,Innerspace,Aventure
1987,Innerspace,Comédie
1987,Tin Men,Comédie
1987,Tin Men,Drame
1987,Black Widow,Policier
1987,Black Widow,Drame
1987,Black Widow,Thriller
1987,Ernest Goes to Camp,Comédie
1987,Ernest Goes to Camp,Famille
1987,Raising Arizona,Comédie
1987,Raising Arizona,Policier
1987,Benji the Hunted,Aventure
1987,Benji the Hunted,Famille
1987,Empire of the Sun,Action
1987,Empire of the Sun,Drame
1987,Empire of the Sun,Histoire
1987,Jaws: The Revenge,Aventure
1987,Jaws: The Revenge,Horreur
1987,Jaws: The Revenge,Thriller
1987,Hello Again,Comédie
1987,Hello Again,Drame
1987,Hello Again,Fantaisie
1987,Critical Condition,Comédie
1988,Rain Man,Drame
1988,Who Framed Roger Rabbit,Animation
1988,Who Framed Roger Rabbit,Aventure
1988,Who Framed Roger Rabbit,Comédie
1988,Coming to America,Comédie
1988,Coming to America,Romance
1988,Big,Comédie
1988,Big,Drame
1988,Big,Fantaisie
1988,Twins,Comédie
1988,Twins,Policier
1988,Die Hard,Action
1988,Die Hard,Thriller
1988,The Naked Gun: From the Files of Police Squad!,Comédie
1988,The Naked Gun: From the Files of Police Squad!,Policier
1988,Cocktail,Comédie
1988,Cocktail,Drame
1988,Cocktail,Romance
1988,Oliver & Company,Animation
1988,Oliver & Company,Aventure
1988,Oliver & Company,Comédie
1988,Beetlejuice,Comédie
1988,Beetlejuice,Fantaisie
1988,Working Girl,Comédie
1988,Working Girl,Drame
1988,Working Girl,Romance
1988,A Fish Called Wanda,Comédie
1988,A Fish Called Wanda,Policier
1988,Scrooged,Comédie
1988,Scrooged,Drame
1988,Scrooged,Fantaisie
1988,Willow,Action
1988,Willow,Aventure
1988,Willow,Drame
1988,Beaches,Comédie
1988,Beaches,Drame
1988,Beaches,Musique
1988,Rambo III,Action
1988,Rambo III,Aventure
1988,Bull Durham,Comédie
1988,Bull Durham,Romance
1988,Bull Durham,Sport
1988,A Nightmare on Elm Street 4: The Dream Master,Horreur
1988,The Land Before Time,Animation
1988,The Land Before Time,Aventure
1988,The Land Before Time,Drame
1988,Colors,Action
1988,Colors,Policier
1988,Colors,Drame
1988,Young Guns,Action
1988,Young Guns,Western
1988,Biloxi Blues,Comédie
1988,Biloxi Blues,Drame
1988,Dirty Rotten Scoundrels,Comédie
1988,Dirty Rotten Scoundrels,Policier
1988,The Great Outdoors,Comédie
1988,Tequila Sunrise,Policier
1988,Tequila Sunrise,Drame
1988,Tequila Sunrise,Romance
1988,Big Business,Comédie
1988,Midnight Run,Action
1988,Midnight Run,Comédie
1988,Midnight Run,Policier
1988,The Dead Pool,Action
1988,The Dead Pool,Policier
1988,The Dead Pool,Mystère
1988,Red Heat,Action
1988,Red Heat,Comédie
1988,Red Heat,Policier
1988,Dangerous Liaisons,Drame
1988,Dangerous Liaisons,Romance
1988,Mississippi Burning,Policier
1988,Mississippi Burning,Drame
1988,Mississippi Burning,Histoire
1988,Child's Play,Horreur
1988,Child's Play,Thriller
1988,The Accidental Tourist,Drame
1988,The Accidental Tourist,Romance
1988,The Accused,Policier
1988,The Accused,Drame
1988,The Bear,Aventure
1988,The Bear,Famille
1988,The Bear,Drame
1988,Shoot to Kill,Action
1988,Shoot to Kill,Aventure
1988,Shoot to Kill,Policier
1988,Ernest Saves Christmas,Comédie
1988,Ernest Saves Christmas,Famille
1988,Ernest Saves Christmas,Fantaisie
1988,Betrayed,Policier
1988,Betrayed,Drame
1988,Betrayed,Thriller
1988,Funny Farm,Comédie
1988,Funny Farm,Drame
1988,Alien Nation,Action
1988,Alien Nation,Science-fiction
1988,Gorillas in the Mist,Biographie
1988,Gorillas in the Mist,Drame
1988,License to Drive,Comédie
1988,Short Circuit 2,Comédie
1988,Short Circuit 2,Drame
1988,Short Circuit 2,Famille
1988,Married to the Mob,Comédie
1988,Married to the Mob,Policier
1988,Married to the Mob,Romance
1988,Punchline,Comédie
1988,Punchline,Drame
1988,Punchline,Romance
1988,Action Jackson,Action
1988,Action Jackson,Comédie
1988,Action Jackson,Policier
1988,The Presidio,Action
1988,The Presidio,Policier
1988,The Presidio,Mystère
1988,Tucker: The Man and His Dream,Biographie
1988,Tucker: The Man and His Dream,Drame
1988,The Serpent and the Rainbow,Fantaisie
1988,The Serpent and the Rainbow,Horreur
1988,Friday the 13th Part VII: The New Blood,Horreur
1988,Friday the 13th Part VII: The New Blood,Thriller
1989,Batman,Action
1989,Batman,Aventure
1989,Indiana Jones and the Last Crusade,Action
1989,Indiana Jones and the Last Crusade,Aventure
1989,Lethal Weapon 2,Action
1989,Lethal Weapon 2,Policier
1989,Lethal Weapon 2,Thriller
1989,Look Who's Talking,Comédie
1989,"Honey, I Shrunk the Kids",Aventure
1989,"Honey, I Shrunk the Kids",Comédie
1989,"Honey, I Shrunk the Kids",Famille
1989,Back to the Future Part II,Aventure
1989,Back to the Future Part II,Comédie
1989,Back to the Future Part II,Science-fiction
1989,Ghostbusters II,Action
1989,Ghostbusters II,Comédie
1989,Ghostbusters II,Fantaisie
1989,The Little Mermaid,Animation
1989,The Little Mermaid,Famille
1989,The Little Mermaid,Fantaisie
1989,Driving Miss Daisy,Drame
1989,Parenthood,Comédie
1989,Parenthood,Drame
1989,Dead Poets Society,Comédie
1989,Dead Poets Society,Drame
1989,When Harry Met Sally...,Comédie
1989,When Harry Met Sally...,Drame
1989,When Harry Met Sally...,Romance
1989,The War of the Roses,Comédie
1989,The War of the Roses,Romance
1989,Steel Magnolias,Comédie
1989,Steel Magnolias,Drame
1989,Steel Magnolias,Romance
1989,National Lampoon's Christmas Vacation,Comédie
1989,Turner & Hooch,Comédie
1989,Turner & Hooch,Policier
1989,Turner & Hooch,Drame
1989,Born on the Fourth of July,Biographie
1989,Born on the Fourth of July,Drame
1989,Born on the Fourth of July,Guerre
1989,Uncle Buck,Comédie
1989,Field of Dreams,Drame
1989,Field of Dreams,Famille
1989,Field of Dreams,Fantaisie
1989,Tango & Cash,Action
1989,Tango & Cash,Comédie
1989,Tango & Cash,Policier
1989,Harlem Nights,Comédie
1989,Harlem Nights,Policier
1989,Harlem Nights,Drame
1989,Sea of Love,Policier
1989,Sea of Love,Drame
1989,Sea of Love,Mystère
1989,Pet Sematary,Horreur
1989,Pet Sematary,Thriller
1989,The Abyss,Aventure
1989,The Abyss,Drame
1989,The Abyss,Mystère
1989,Star Trek V: The Final Frontier,Action
1989,Star Trek V: The Final Frontier,Aventure
1989,Star Trek V: The Final Frontier,Fantaisie
1989,Major League,Comédie
1989,Major League,Sport
1989,"See No Evil, Hear No Evil",Comédie
1989,"See No Evil, Hear No Evil",Policier
1989,Black Rain,Action
1989,Black Rain,Policier
1989,Black Rain,Thriller
1989,Always,Fantaisie
1989,Always,Romance
1989,K-9,Action
1989,K-9,Comédie
1989,K-9,Policier
1989,Three Fugitives,Action
1989,Three Fugitives,Comédie
1989,Bill & Ted's Excellent Adventure,Aventure
1989,Bill & Ted's Excellent Adventure,Comédie
1989,Bill & Ted's Excellent Adventure,Musique
1989,The Karate Kid Part III,Action
1989,The Karate Kid Part III,Drame
1989,The Karate Kid Part III,Famille
1989,The 'Burbs,Comédie
1989,The 'Burbs,Mystère
1989,The 'Burbs,Thriller
1989,Fletch Lives,Comédie
1989,Fletch Lives,Policier
1989,Fletch Lives,Mystère
1989,Licence to Kill,Action
1989,Licence to Kill,Aventure
1989,Licence to Kill,Thriller
1989,Lean on Me,Drame
1989,Weekend at Bernie's,Aventure
1989,Weekend at Bernie's,Comédie
1989,Weekend at Bernie's,Policier
1989,Road House,Action
1989,Road House,Thriller
1989,The Dream Team,Comédie
1989,The Dream Team,Policier
1989,The Dream Team,Thriller
1989,Do the Right Thing,Comédie
1989,Do the Right Thing,Drame
1989,All Dogs Go to Heaven,Animation
1989,All Dogs Go to Heaven,Comédie
1989,All Dogs Go to Heaven,Drame
1989,Glory,Biographie
1989,Glory,Drame
1989,Glory,Histoire
1989,"Sex, Lies, and Videotape",Drame
1989,A Nightmare on Elm Street 5: The Dream Child,Fantaisie
1989,A Nightmare on Elm Street 5: The Dream Child,Horreur
1989,Lock Up,Action
1989,Lock Up,Policier
1989,Lock Up,Drame
1989,Cousins,Comédie
1989,Cousins,Romance
1989,Say Anything...,Comédie
1989,Say Anything...,Drame
1989,Say Anything...,Romance
1989,An Innocent Man,Action
1989,An Innocent Man,Policier
1989,An Innocent Man,Drame
1989,The Fly II,Horreur
1989,The Fly II,Science-fiction
1990,Home Alone,Comédie
1990,Home Alone,Famille
1990,Ghost,Drame
1990,Ghost,Fantaisie
1990,Ghost,Romance
1990,Dances with Wolves,Aventure
1990,Dances with Wolves,Drame
1990,Dances with Wolves,Western
1990,Pretty Woman,Comédie
1990,Pretty Woman,Romance
1990,Teenage Mutant Ninja Turtles,Action
1990,Teenage Mutant Ninja Turtles,Aventure
1990,Teenage Mutant Ninja Turtles,Comédie
1990,The Hunt for Red October,Action
1990,The Hunt for Red October,Aventure
1990,The Hunt for Red October,Thriller
1990,Total Recall,Action
1990,Total Recall,Science-fiction
1990,Total Recall,Thriller
1990,Die Hard 2,Action
1990,Die Hard 2,Thriller
1990,Dick Tracy,Action
1990,Dick Tracy,Comédie
1990,Dick Tracy,Policier
1990,Kindergarten Cop,Comédie
1990,Kindergarten Cop,Policier
1990,Back to the Future Part III,Aventure
1990,Back to the Future Part III,Comédie
1990,Back to the Future Part III,Science-fiction
1990,Presumed Innocent,Mystère
1990,Presumed Innocent,Thriller
1990,Days of Thunder,Action
1990,Days of Thunder,Drame
1990,Days of Thunder,Sport
1990,Another 48 Hrs.,Action
1990,Another 48 Hrs.,Comédie
1990,Another 48 Hrs.,Policier
1990,Three Men and a Little Lady,Comédie
1990,Three Men and a Little Lady,Drame
1990,Three Men and a Little Lady,Famille
1990,Bird on a Wire,Action
1990,Bird on a Wire,Comédie
1990,The Godfather: Part III,Policier
1990,The Godfather: Part III,Drame
1990,Flatliners,Drame
1990,Flatliners,Horreur
1990,Flatliners,Science-fiction
1990,Misery,Drame
1990,Misery,Thriller
1990,Edward Scissorhands,Drame
1990,Edward Scissorhands,Fantaisie
1990,Edward Scissorhands,Romance
1990,Problem Child,Comédie
1990,Problem Child,Famille
1990,Arachnophobia,Comédie
1990,Arachnophobia,Fantaisie
1990,Arachnophobia,Horreur
1990,Awakenings,Biographie
1990,Awakenings,Drame
1990,Look Who's Talking Too,Comédie
1990,Look Who's Talking Too,Famille
1990,Look Who's Talking Too,Romance
1990,Hard to Kill,Action
1990,Hard to Kill,Policier
1990,Hard to Kill,Drame
1990,Goodfellas,Biographie
1990,Goodfellas,Policier
1990,Goodfellas,Drame
1990,Marked for Death,Action
1990,Marked for Death,Aventure
1990,Marked for Death,Policier
1990,RoboCop 2,Action
1990,RoboCop 2,Policier
1990,RoboCop 2,Science-fiction
1990,Young Guns II,Action
1990,Young Guns II,Western
1990,Gremlins 2: The New Batch,Comédie
1990,Gremlins 2: The New Batch,Fantaisie
1990,Gremlins 2: The New Batch,Horreur
1990,Rocky V,Drame
1990,Rocky V,Sport
1990,Joe Versus the Volcano,Comédie
1990,Joe Versus the Volcano,Romance
1990,Postcards from the Edge,Comédie
1990,Postcards from the Edge,Drame
1990,Mermaids,Comédie
1990,Mermaids,Drame
1990,Mermaids,Romance
1990,Darkman,Action
1990,Darkman,Science-fiction
1990,Darkman,Thriller
1990,Air America,Action
1990,Air America,Comédie
1990,Air America,Guerre
1990,Predator 2,Action
1990,Predator 2,Horreur
1990,Predator 2,Science-fiction
1990,Green Card,Comédie
1990,Green Card,Drame
1990,Green Card,Romance
1990,Pacific Heights,Thriller
1990,Child's Play 2,Horreur
1990,Child's Play 2,Thriller
1990,The Rescuers Down Under,Animation
1990,The Rescuers Down Under,Aventure
1990,The Rescuers Down Under,Policier
1990,Internal Affairs,Policier
1990,Internal Affairs,Drame
1990,Internal Affairs,Thriller
1990,Cadillac Man,Comédie
1990,Cadillac Man,Policier
1990,Memphis Belle,Action
1990,Memphis Belle,Drame
1990,Memphis Belle,Guerre
1990,House Party,Comédie
1990,House Party,Musique
1990,House Party,Romance
1990,Jacob's Ladder,Drame
1990,Jacob's Ladder,Horreur
1990,Jacob's Ladder,Mystère
1990,The Exorcist III,Drame
1990,The Exorcist III,Horreur
1990,The Exorcist III,Mystère
1990,Navy Seals,Action
1990,Navy Seals,Aventure
1990,Navy Seals,Thriller
1990,Ernest Goes to Jail,Comédie
1990,Ernest Goes to Jail,Policier
1990,Ernest Goes to Jail,Famille
1990,Ghost Dad,Comédie
1990,Ghost Dad,Famille
1990,Ghost Dad,Fantaisie
1991,Beauty and the Beast,Animation
1991,Beauty and the Beast,Famille
1991,Beauty and the Beast,Fantaisie
1991,Terminator 2: Judgment Day,Action
1991,Terminator 2: Judgment Day,Science-fiction
1991,Robin Hood: Prince of Thieves,Action
1991,Robin Hood: Prince of Thieves,Aventure
1991,Robin Hood: Prince of Thieves,Drame
1991,The Silence of the Lambs,Policier
1991,The Silence of the Lambs,Drame
1991,The Silence of the Lambs,Thriller
1991,City Slickers,Comédie
1991,Hook,Aventure
1991,Hook,Comédie
1991,Hook,Famille
1991,The Addams Family,Comédie
1991,The Addams Family,Fantaisie
1991,Sleeping with the Enemy,Drame
1991,Sleeping with the Enemy,Thriller
1991,Father of the Bride,Comédie
1991,Father of the Bride,Famille
1991,Father of the Bride,Romance
1991,The Naked Gun 2½: The Smell of Fear,Comédie
1991,The Naked Gun 2½: The Smell of Fear,Policier
1991,Fried Green Tomatoes,Drame
1991,Cape Fear,Policier
1991,Cape Fear,Thriller
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Aventure
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Comédie
1991,Backdraft,Policier
1991,Backdraft,Drame
1991,Backdraft,Mystère
1991,Star Trek VI: The Undiscovered Country,Action
1991,Star Trek VI: The Undiscovered Country,Aventure
1991,Star Trek VI: The Undiscovered Country,Science-fiction
1991,The Prince of Tides,Drame
1991,The Prince of Tides,Romance
1991,JFK,Drame
1991,JFK,Histoire
1991,JFK,Thriller
1991,Hot Shots!,Action
1991,Hot Shots!,Comédie
1991,What About Bob?,Comédie
1991,My Girl,Comédie
1991,My Girl,Drame
1991,My Girl,Famille
1991,The Last Boy Scout,Action
1991,The Last Boy Scout,Comédie
1991,The Last Boy Scout,Policier
1991,Boyz n the Hood,Policier
1991,Boyz n the Hood,Drame
1991,Doc Hollywood,Comédie
1991,Doc Hollywood,Drame
1991,Doc Hollywood,Romance
1991,Bugsy,Biographie
1991,Bugsy,Policier
1991,Bugsy,Drame
1991,New Jack City,Action
1991,New Jack City,Policier
1991,New Jack City,Drame
1991,The Rocketeer,Action
1991,The Rocketeer,Aventure
1991,The Rocketeer,Famille
1991,Thelma & Louise,Aventure
1991,Thelma & Louise,Policier
1991,Thelma & Louise,Drame
1991,Drop Dead Fred,Comédie
1991,Drop Dead Fred,Drame
1991,Drop Dead Fred,Fantaisie
1991,Point Break,Action
1991,Point Break,Policier
1991,Point Break,Thriller
1991,Regarding Henry,Drame
1991,Regarding Henry,Romance
1991,The Fisher King,Comédie
1991,The Fisher King,Drame
1991,The Fisher King,Fantaisie
1991,Out for Justice,Action
1991,Out for Justice,Policier
1991,Out for Justice,Drame
1991,The Doctor,Drame
1991,Bill & Ted's Bogus Journey,Aventure
1991,Bill & Ted's Bogus Journey,Comédie
1991,Bill & Ted's Bogus Journey,Fantaisie
1991,Dead Again,Policier
1991,Dead Again,Drame
1991,Dead Again,Mystère
1991,Soapdish,Comédie
1991,Soapdish,Romance
1991,The Doors,Biographie
1991,The Doors,Drame
1991,The Doors,Musique
1991,Freddy's Dead: The Final Nightmare,Fantaisie
1991,Freddy's Dead: The Final Nightmare,Horreur
1991,White Fang,Aventure
1991,White Fang,Drame
1991,King Ralph,Comédie
1991,King Ralph,Romance
1991,Curly Sue,Comédie
1991,Curly Sue,Drame
1991,Curly Sue,Famille
1991,Dying Young,Drame
1991,Dying Young,Romance
1991,Grand Canyon,Policier
1991,Grand Canyon,Drame
1991,Jungle Fever,Drame
1991,Jungle Fever,Romance
1991,Double Impact,Action
1991,Double Impact,Policier
1991,L.A. Story,Comédie
1991,L.A. Story,Drame
1991,L.A. Story,Fantaisie
1991,Deceived,Policier
1991,Deceived,Drame
1991,Deceived,Mystère
1991,Necessary Roughness,Comédie
1991,Necessary Roughness,Sport
1991,The Hard Way,Action
1991,The Hard Way,Comédie
1991,The Hard Way,Policier
1991,Other People's Money,Comédie
1991,Other People's Money,Drame
1991,Other People's Money,Romance
1992,Aladdin,Animation
1992,Aladdin,Aventure
1992,Aladdin,Comédie
1992,Home Alone 2: Lost in New York,Aventure
1992,Home Alone 2: Lost in New York,Comédie
1992,Home Alone 2: Lost in New York,Policier
1992,Batman Returns,Action
1992,Batman Returns,Policier
1992,Batman Returns,Fantaisie
1992,Lethal Weapon 3,Action
1992,Lethal Weapon 3,Policier
1992,Lethal Weapon 3,Thriller
1992,A Few Good Men,Drame
1992,A Few Good Men,Thriller
1992,Sister Act,Comédie
1992,Sister Act,Policier
1992,Sister Act,Famille
1992,The Bodyguard,Action
1992,The Bodyguard,Drame
1992,The Bodyguard,Musique
1992,Wayne's World,Comédie
1992,Wayne's World,Musique
1992,Basic Instinct,Drame
1992,Basic Instinct,Mystère
1992,Basic Instinct,Thriller
1992,A League of Their Own,Comédie
1992,A League of Their Own,Drame
1992,A League of Their Own,Famille
1992,Unforgiven,Drame
1992,Unforgiven,Western
1992,The Hand That Rocks the Cradle,Drame
1992,The Hand That Rocks the Cradle,Thriller
1992,Under Siege,Action
1992,Under Siege,Thriller
1992,Patriot Games,Action
1992,Patriot Games,Thriller
1992,Dracula,Horreur
1992,White Men Can't Jump,Comédie
1992,White Men Can't Jump,Drame
1992,White Men Can't Jump,Sport
1992,The Last of the Mohicans,Action
1992,The Last of the Mohicans,Aventure
1992,The Last of the Mohicans,Drame
1992,Boomerang,Comédie
1992,Boomerang,Drame
1992,Boomerang,Romance
1992,Scent of a Woman,Drame
1992,The Crying Game,Policier
1992,The Crying Game,Drame
1992,The Crying Game,Romance
1992,Far and Away,Aventure
1992,Far and Away,Drame
1992,Far and Away,Romance
1992,"Honey, I Blew Up the Kid",Aventure
1992,"Honey, I Blew Up the Kid",Comédie
1992,"Honey, I Blew Up the Kid",Famille
1992,HouseSitter,Comédie
1992,HouseSitter,Romance
1992,Death Becomes Her,Comédie
1992,Death Becomes Her,Fantaisie
1992,Death Becomes Her,Horreur
1992,Unlawful Entry,Policier
1992,Unlawful Entry,Drame
1992,Unlawful Entry,Thriller
1992,Beethoven,Comédie
1992,Beethoven,Drame
1992,Beethoven,Famille
1992,Forever Young,Drame
1992,Forever Young,Romance
1992,Forever Young,Science-fiction
1992,Alien³,Action
1992,Alien³,Horreur
1992,Alien³,Science-fiction
1992,My Cousin Vinny,Comédie
1992,My Cousin Vinny,Policier
1992,Sneakers,Comédie
1992,Sneakers,Policier
1992,Sneakers,Drame
1992,The Mighty Ducks,Comédie
1992,The Mighty Ducks,Drame
1992,The Mighty Ducks,Famille
1992,Malcolm X,Biographie
1992,Malcolm X,Drame
1992,Malcolm X,Histoire
1992,Single White Female,Drame
1992,Single White Female,Thriller
1992,The Distinguished Gentleman,Comédie
1992,The Distinguished Gentleman,Policier
1992,Medicine Man,Aventure
1992,Medicine Man,Drame
1992,Medicine Man,Romance
1992,Passenger 57,Action
1992,Passenger 57,Policier
1992,Passenger 57,Thriller
1992,A River Runs Through It,Drame
1992,Encino Man,Comédie
1992,Mo' Money,Action
1992,Mo' Money,Comédie
1992,Mo' Money,Policier
1992,Universal Soldier,Action
1992,Universal Soldier,Science-fiction
1992,Honeymoon in Vegas,Comédie
1992,Honeymoon in Vegas,Romance
1992,Honeymoon in Vegas,Thriller
1992,The Lawnmower Man,Horreur
1992,The Lawnmower Man,Science-fiction
1992,Sleepwalkers,Horreur
1992,3 Ninjas,Action
1992,3 Ninjas,Comédie
1992,3 Ninjas,Famille
1992,Final Analysis,Drame
1992,Final Analysis,Thriller
1992,Stop! Or My Mom Will Shoot,Action
1992,Stop! Or My Mom Will Shoot,Comédie
1992,Stop! Or My Mom Will Shoot,Romance
1992,The Muppet Christmas Carol,Comédie
1992,The Muppet Christmas Carol,Drame
1992,The Muppet Christmas Carol,Famille
1992,Howards End,Drame
1992,Howards End,Romance
1992,Candyman,Horreur
1992,Candyman,Thriller
1992,The Cutting Edge,Comédie
1992,The Cutting Edge,Drame
1992,The Cutting Edge,Romance
1993,Jurassic Park,Action
1993,Jurassic Park,Aventure
1993,Jurassic Park,Science-fiction
1993,Mrs. Doubtfire,Comédie
1993,Mrs. Doubtfire,Drame
1993,Mrs. Doubtfire,Famille
1993,The Fugitive,Action
1993,The Fugitive,Policier
1993,The Fugitive,Drame
1993,The Firm,Drame
1993,The Firm,Mystère
1993,The Firm,Thriller
1993,Sleepless in Seattle,Comédie
1993,Sleepless in Seattle,Drame
1993,Sleepless in Seattle,Romance
1993,Indecent Proposal,Drame
1993,Indecent Proposal,Romance
1993,In the Line of Fire,Action
1993,In the Line of Fire,Policier
1993,In the Line of Fire,Drame
1993,The Pelican Brief,Policier
1993,The Pelican Brief,Drame
1993,The Pelican Brief,Mystère
1993,Schindler's List,Biographie
1993,Schindler's List,Drame
1993,Schindler's List,Histoire
1993,Cliffhanger,Action
1993,Cliffhanger,Aventure
1993,Cliffhanger,Thriller
1993,Free Willy,Aventure
1993,Free Willy,Drame
1993,Free Willy,Famille
1993,Philadelphia,Drame
1993,The Nightmare Before Christmas,Animation
1993,The Nightmare Before Christmas,Famille
1993,The Nightmare Before Christmas,Fantaisie
1993,Groundhog Day,Comédie
1993,Groundhog Day,Fantaisie
1993,Groundhog Day,Romance
1993,Grumpy Old Men,Comédie
1993,Grumpy Old Men,Drame
1993,Grumpy Old Men,Romance
1993,Cool Runnings,Aventure
1993,Cool Runnings,Comédie
1993,Cool Runnings,Famille
1993,Dave,Comédie
1993,Dave,Romance
1993,Rising Sun,Action
1993,Rising Sun,Policier
1993,Rising Sun,Drame
1993,Demolition Man,Action
1993,Demolition Man,Science-fiction
1993,Demolition Man,Thriller
1993,Sister Act 2: Back in the Habit,Comédie
1993,Sister Act 2: Back in the Habit,Famille
1993,Sister Act 2: Back in the Habit,Musique
1993,Tombstone,Action
1993,Tombstone,Biographie
1993,Tombstone,Drame
1993,The Three Musketeers,Action
1993,The Three Musketeers,Aventure
1993,The Three Musketeers,Comédie
1993,Rookie of the Year,Comédie
1993,Rookie of the Year,Famille
1993,Rookie of the Year,Fantaisie
1993,Beethoven's 2nd,Comédie
1993,Beethoven's 2nd,Famille
1993,Beethoven's 2nd,Romance
1993,Dennis the Menace,Comédie
1993,Dennis the Menace,Famille
1993,Sommersby,Drame
1993,Sommersby,Mystère
1993,Sommersby,Romance
1993,Last Action Hero,Action
1993,Last Action Hero,Aventure
1993,Last Action Hero,Comédie
1993,Addams Family Values,Comédie
1993,Addams Family Values,Fantaisie
1993,Wayne's World 2,Comédie
1993,Wayne's World 2,Musique
1993,Malice,Policier
1993,Malice,Mystère
1993,Malice,Thriller
1993,Made in America,Comédie
1993,The Good Son,Drame
1993,The Good Son,Thriller
1993,The Beverly Hillbillies,Comédie
1993,The Beverly Hillbillies,Famille
1993,Teenage Mutant Ninja Turtles III,Action
1993,Teenage Mutant Ninja Turtles III,Aventure
1993,Teenage Mutant Ninja Turtles III,Comédie
1993,Homeward Bound: The Incredible Journey,Aventure
1993,Homeward Bound: The Incredible Journey,Comédie
1993,Homeward Bound: The Incredible Journey,Drame
1993,Falling Down,Policier
1993,Falling Down,Drame
1993,Falling Down,Thriller
1993,Hocus Pocus,Comédie
1993,Hocus Pocus,Famille
1993,Hocus Pocus,Fantaisie
1993,What's Love Got to Do with It,Biographie
1993,What's Love Got to Do with It,Drame
1993,What's Love Got to Do with It,Musique
1993,Hot Shots! Part Deux,Action
1993,Hot Shots! Part Deux,Comédie
1993,Carlito's Way,Policier
1993,Carlito's Way,Drame
1993,Carlito's Way,Thriller
1993,Alive,Aventure
1993,Alive,Biographie
1993,Alive,Drame
1993,Son in Law,Comédie
1993,Son in Law,Drame
1993,Son in Law,Romance
1993,Sliver,Drame
1993,Sliver,Thriller
1993,Robin Hood: Men in Tights,Aventure
1993,Robin Hood: Men in Tights,Comédie
1993,Robin Hood: Men in Tights,Comédie musicale
1993,Dragon: The Bruce Lee Story,Action
1993,Dragon: The Bruce Lee Story,Biographie
1993,Dragon: The Bruce Lee Story,Drame
1993,The Joy Luck Club,Drame
1993,Hard Target,Action
1993,Hard Target,Aventure
1993,Hard Target,Drame
1993,The Sandlot,Comédie
1993,The Sandlot,Drame
1993,The Sandlot,Famille
1993,The Age of Innocence,Drame
1993,The Age of Innocence,Romance
1993,Cop & ½,Comédie
1993,Cop & ½,Policier
1993,Cop & ½,Famille
1994,The Lion King,Animation
1994,The Lion King,Aventure
1994,The Lion King,Drame
1994,Forrest Gump,Drame
1994,Forrest Gump,Romance
1994,True Lies,Action
